ordem,latitude,longitude,datahora,velocidade,linha,datahoraenvio,datahoraservidor,momento_extracao,data,hora,minuto,dia_semana,latencia_envio_s,latencia_servidor_s
A29132,-22.87173,-43.25835,2026-04-07 16:34:25-03:00,0,292,2026-04-07 16:34:32-03:00,2026-04-07 16:34:47-03:00,2026-04-07 16:43:46,2026-04-07,16,34,Tuesday,7.0,15.0
C51509,-22.88096,-43.32425,2026-04-07 16:32:55-03:00,0,371,2026-04-07 16:33:02-03:00,2026-04-07 16:33:32-03:00,2026-04-07 16:43:46,2026-04-07,16,32,Tuesday,7.0,30.0
D86171,-22.97064,-43.63132,2026-04-07 16:27:39-03:00,20,866,2026-04-07 16:27:50-03:00,2026-04-07 16:28:06-03:00,2026-04-07 16:43:46,2026-04-07,16,27,Tuesday,11.0,16.0
A72031,-22.9197,-43.22337,2026-04-07 16:34:33-03:00,34,422,2026-04-07 16:34:40-03:00,2026-04-07 16:34:45-03:00,2026-04-07 16:43:46,2026-04-07,16,34,Tuesday,7.0,5.0
C30044,-22.98654,-43.21887,2026-04-07 15:54:53-03:00,24,557,2026-04-07 15:55:29-03:00,2026-04-07 15:55:56-03:00,2026-04-07 16:43:46,2026-04-07,15,54,Tuesday,36.0,27.0
B28604,-22.90324,-43.18585,2026-04-07 16:35:44-03:00,5,321,2026-04-07 16:36:24-03:00,2026-04-07 16:36:54-03:00,2026-04-07 16:43:46,2026-04-07,16,35,Tuesday,40.0,30.0
D13276,-22.99216,-43.32121,2026-04-07 15:49:24-03:00,10,863,2026-04-07 15:49:28-03:00,2026-04-07 15:49:47-03:00,2026-04-07 16:43:46,2026-04-07,15,49,Tuesday,4.0,19.0
C51613,-22.91563,-43.20963,2026-04-07 15:52:03-03:00,11,607,2026-04-07 15:52:08-03:00,2026-04-07 15:52:08-03:00,2026-04-07 16:43:46,2026-04-07,15,52,Tuesday,5.0,0.0
D33033,-22.87924,-43.54308,2026-04-07 16:01:48-03:00,30,771,2026-04-07 16:01:59-03:00,2026-04-07 16:02:01-03:00,2026-04-07 16:43:46,2026-04-07,16,1,Tuesday,11.0,2.0
A48113,-22.8999,-43.21066,2026-04-07 16:15:16-03:00,0,LECD128,2026-04-07 16:15:27-03:00,2026-04-07 16:15:48-03:00,2026-04-07 16:43:46,2026-04-07,16,15,Tuesday,11.0,21.0
A48179,-22.96421,-43.20371,2026-04-07 16:20:26-03:00,3,LECD128,2026-04-07 16:20:41-03:00,2026-04-07 16:20:54-03:00,2026-04-07 16:43:46,2026-04-07,16,20,Tuesday,15.0,13.0
B58049,-22.86631,-43.2559,2026-04-07 16:17:31-03:00,0,625,2026-04-07 16:17:34-03:00,2026-04-07 16:18:06-03:00,2026-04-07 16:43:46,2026-04-07,16,17,Tuesday,3.0,32.0
A50159,-22.9236,-43.25844,2026-04-07 16:05:52-03:00,24,607,2026-04-07 16:05:58-03:00,2026-04-07 16:06:25-03:00,2026-04-07 16:43:46,2026-04-07,16,5,Tuesday,6.0,27.0
C47718,-22.9764,-43.41421,2026-04-07 16:39:51-03:00,1,368,2026-04-07 16:40:02-03:00,2026-04-07 16:40:07-03:00,2026-04-07 16:43:46,2026-04-07,16,39,Tuesday,11.0,5.0
B11508,-22.83634,-43.38091,2026-04-07 16:32:31-03:00,3,SV669,2026-04-07 16:32:35-03:00,2026-04-07 16:32:44-03:00,2026-04-07 16:43:46,2026-04-07,16,32,Tuesday,4.0,9.0
C50141,-22.97289,-43.28421,2026-04-07 16:05:24-03:00,26,301,2026-04-07 16:05:36-03:00,2026-04-07 16:05:55-03:00,2026-04-07 16:43:46,2026-04-07,16,5,Tuesday,12.0,19.0
D13278,-22.95666,-43.39401,2026-04-07 16:25:07-03:00,0,861,2026-04-07 16:25:15-03:00,2026-04-07 16:25:44-03:00,2026-04-07 16:43:46,2026-04-07,16,25,Tuesday,8.0,29.0
B71032,-22.90899,-43.17171,2026-04-07 16:12:54-03:00,11,238,2026-04-07 16:12:59-03:00,2026-04-07 16:13:18-03:00,2026-04-07 16:43:46,2026-04-07,16,12,Tuesday,5.0,19.0
C47612,-23.01239,-43.45727,2026-04-07 16:24:58-03:00,27,361,2026-04-07 16:25:05-03:00,2026-04-07 16:25:14-03:00,2026-04-07 16:43:46,2026-04-07,16,24,Tuesday,7.0,9.0
A72004,-22.91391,-43.19548,2026-04-07 16:08:32-03:00,30,LECD131,2026-04-07 16:09:18-03:00,2026-04-07 16:09:43-03:00,2026-04-07 16:43:46,2026-04-07,16,8,Tuesday,46.0,25.0
B11627,-22.90522,-43.29142,2026-04-07 15:50:02-03:00,0,363,2026-04-07 15:50:09-03:00,2026-04-07 15:50:20-03:00,2026-04-07 16:43:46,2026-04-07,15,50,Tuesday,7.0,11.0
B11561,-22.8509,-43.35542,2026-04-07 16:28:53-03:00,24,SR362,2026-04-07 16:29:06-03:00,2026-04-07 16:29:10-03:00,2026-04-07 16:43:46,2026-04-07,16,28,Tuesday,13.0,4.0
C44543,-22.85426,-43.3832,2026-04-07 15:57:22-03:00,5,783,2026-04-07 15:57:25-03:00,2026-04-07 15:57:42-03:00,2026-04-07 16:43:46,2026-04-07,15,57,Tuesday,3.0,17.0
B27032,-22.83958,-43.31119,2026-04-07 16:42:44-03:00,19,629,2026-04-07 16:42:55-03:00,2026-04-07 16:43:03-03:00,2026-04-07 16:43:46,2026-04-07,16,42,Tuesday,11.0,8.0
C30349,-22.99432,-43.32113,2026-04-07 16:37:11-03:00,20,555,2026-04-07 16:37:23-03:00,2026-04-07 16:37:32-03:00,2026-04-07 16:43:46,2026-04-07,16,37,Tuesday,12.0,9.0
C47756,-22.9009,-43.30328,2026-04-07 16:36:00-03:00,75,352,2026-04-07 16:36:09-03:00,2026-04-07 16:36:29-03:00,2026-04-07 16:43:46,2026-04-07,16,36,Tuesday,9.0,20.0
D13281,-22.973,-43.41405,2026-04-07 15:50:51-03:00,0,611,2026-04-07 15:51:03-03:00,2026-04-07 15:51:20-03:00,2026-04-07 16:43:46,2026-04-07,15,50,Tuesday,12.0,17.0
C30331,-23.00161,-43.36596,2026-04-07 15:58:48-03:00,0,881,2026-04-07 15:58:59-03:00,2026-04-07 15:59:31-03:00,2026-04-07 16:43:46,2026-04-07,15,58,Tuesday,11.0,32.0
C27018,-22.84653,-43.24812,2026-04-07 16:40:19-03:00,27,975,2026-04-07 16:40:30-03:00,2026-04-07 16:40:59-03:00,2026-04-07 16:43:46,2026-04-07,16,40,Tuesday,11.0,29.0
B58079,-22.86779,-43.25541,2026-04-07 15:48:51-03:00,10,679,2026-04-07 15:49:09-03:00,2026-04-07 15:49:30-03:00,2026-04-07 16:43:46,2026-04-07,15,48,Tuesday,18.0,21.0
B71006,-22.90896,-43.20036,2026-04-07 16:29:03-03:00,15,457,2026-04-07 16:29:09-03:00,2026-04-07 16:29:38-03:00,2026-04-07 16:43:46,2026-04-07,16,29,Tuesday,6.0,29.0
C30359,-22.99272,-43.25184,2026-04-07 16:36:02-03:00,0,550,2026-04-07 16:36:09-03:00,2026-04-07 16:36:29-03:00,2026-04-07 16:43:46,2026-04-07,16,36,Tuesday,7.0,20.0
B63001,-22.99889,-43.27021,2026-04-07 16:18:26-03:00,0,104,2026-04-07 16:18:31-03:00,2026-04-07 16:18:51-03:00,2026-04-07 16:43:46,2026-04-07,16,18,Tuesday,5.0,20.0
A71550,-22.98296,-43.19091,2026-04-07 16:34:40-03:00,13,169,2026-04-07 16:34:49-03:00,2026-04-07 16:35:12-03:00,2026-04-07 16:43:46,2026-04-07,16,34,Tuesday,9.0,23.0
B10146,-22.80905,-43.19575,2026-04-07 16:09:53-03:00,35,323,2026-04-07 16:10:01-03:00,2026-04-07 16:10:30-03:00,2026-04-07 16:43:46,2026-04-07,16,9,Tuesday,8.0,29.0
D86369,-22.87821,-43.44841,2026-04-07 16:10:39-03:00,10,855,2026-04-07 16:10:44-03:00,2026-04-07 16:11:04-03:00,2026-04-07 16:43:46,2026-04-07,16,10,Tuesday,5.0,20.0
B27006,-22.86975,-43.34101,2026-04-07 15:51:39-03:00,0,975,2026-04-07 15:51:49-03:00,2026-04-07 15:51:54-03:00,2026-04-07 16:43:46,2026-04-07,15,51,Tuesday,10.0,5.0
B63099,-22.89485,-43.23834,2026-04-07 16:02:34-03:00,0,SVB665,2026-04-07 16:02:36-03:00,2026-04-07 16:03:01-03:00,2026-04-07 16:43:46,2026-04-07,16,2,Tuesday,2.0,25.0
D53507,-22.90185,-43.55481,2026-04-07 15:47:27-03:00,0,847,2026-04-07 15:47:41-03:00,2026-04-07 15:47:59-03:00,2026-04-07 16:43:46,2026-04-07,15,47,Tuesday,14.0,18.0
C27030,-22.81682,-43.30175,2026-04-07 16:24:09-03:00,0,SR355,2026-04-07 16:24:17-03:00,2026-04-07 16:24:38-03:00,2026-04-07 16:43:46,2026-04-07,16,24,Tuesday,8.0,21.0
C47580,-23.00057,-43.24604,2026-04-07 16:37:25-03:00,41,552,2026-04-07 16:37:34-03:00,2026-04-07 16:38:02-03:00,2026-04-07 16:43:46,2026-04-07,16,37,Tuesday,9.0,28.0
A48094,-22.94112,-43.25184,2026-04-07 16:30:30-03:00,0,426,2026-04-07 16:30:35-03:00,2026-04-07 16:30:37-03:00,2026-04-07 16:43:46,2026-04-07,16,30,Tuesday,5.0,2.0
B25513,-22.91558,-43.2347,2026-04-07 16:39:23-03:00,54,232,2026-04-07 16:39:27-03:00,2026-04-07 16:39:47-03:00,2026-04-07 16:43:46,2026-04-07,16,39,Tuesday,4.0,20.0
B32762,-22.87812,-43.33603,2026-04-07 16:29:12-03:00,0,979,2026-04-07 16:29:17-03:00,2026-04-07 16:29:44-03:00,2026-04-07 16:43:46,2026-04-07,16,29,Tuesday,5.0,27.0
D33004,-22.90149,-43.5573,2026-04-07 16:06:32-03:00,0,798,2026-04-07 16:06:39-03:00,2026-04-07 16:06:40-03:00,2026-04-07 16:43:46,2026-04-07,16,6,Tuesday,7.0,1.0
B25525,-22.91642,-43.24936,2026-04-07 15:46:25-03:00,0,232,2026-04-07 15:46:35-03:00,2026-04-07 15:46:41-03:00,2026-04-07 16:43:46,2026-04-07,15,46,Tuesday,10.0,6.0
C47622,-23.0209,-43.48274,2026-04-07 16:06:41-03:00,0,361,2026-04-07 16:06:44-03:00,2026-04-07 16:07:13-03:00,2026-04-07 16:43:46,2026-04-07,16,6,Tuesday,3.0,29.0
D86081,-22.90872,-43.56459,2026-04-07 16:03:02-03:00,0,884,2026-04-07 16:03:08-03:00,2026-04-07 16:03:21-03:00,2026-04-07 16:43:46,2026-04-07,16,3,Tuesday,6.0,13.0
A63512,-22.90544,-43.17359,2026-04-07 16:21:18-03:00,0,167,2026-04-07 16:21:23-03:00,2026-04-07 16:21:24-03:00,2026-04-07 16:43:46,2026-04-07,16,21,Tuesday,5.0,1.0
A48018,-22.98553,-43.24413,2026-04-07 15:57:01-03:00,0,539,2026-04-07 15:57:13-03:00,2026-04-07 15:57:25-03:00,2026-04-07 16:43:46,2026-04-07,15,57,Tuesday,12.0,12.0
B32707,-22.90927,-43.1802,2026-04-07 16:16:13-03:00,37,327,2026-04-07 16:16:15-03:00,2026-04-07 16:16:38-03:00,2026-04-07 16:43:46,2026-04-07,16,16,Tuesday,2.0,23.0
A63524,-22.98428,-43.20314,2026-04-07 16:19:18-03:00,0,104,2026-04-07 16:19:25-03:00,2026-04-07 16:19:52-03:00,2026-04-07 16:43:46,2026-04-07,16,19,Tuesday,7.0,27.0
C47610,-22.92298,-43.3099,2026-04-07 16:40:23-03:00,21,368,2026-04-07 16:40:34-03:00,2026-04-07 16:41:06-03:00,2026-04-07 16:43:46,2026-04-07,16,40,Tuesday,11.0,32.0
B58036,-22.90143,-43.27853,2026-04-07 16:36:47-03:00,0,625,2026-04-07 16:36:56-03:00,2026-04-07 16:36:59-03:00,2026-04-07 16:43:46,2026-04-07,16,36,Tuesday,9.0,3.0
B32544,-22.91765,-43.17677,2026-04-07 15:59:22-03:00,0,SR384,2026-04-07 15:59:25-03:00,2026-04-07 15:59:36-03:00,2026-04-07 16:43:46,2026-04-07,15,59,Tuesday,3.0,11.0
D17002,-22.94099,-43.66378,2026-04-07 16:05:05-03:00,50,885,2026-04-07 16:05:11-03:00,2026-04-07 16:05:33-03:00,2026-04-07 16:43:46,2026-04-07,16,5,Tuesday,6.0,22.0
C47623,-22.97626,-43.41413,2026-04-07 16:08:09-03:00,0,613,2026-04-07 16:08:19-03:00,2026-04-07 16:08:45-03:00,2026-04-07 16:43:46,2026-04-07,16,8,Tuesday,10.0,26.0
C47651,-22.90536,-43.19073,2026-04-07 16:05:36-03:00,25,361,2026-04-07 16:05:41-03:00,2026-04-07 16:06:12-03:00,2026-04-07 16:43:46,2026-04-07,16,5,Tuesday,5.0,31.0
B27187,-22.82041,-43.31924,2026-04-07 16:35:28-03:00,27,LECD142,2026-04-07 16:35:33-03:00,2026-04-07 16:35:52-03:00,2026-04-07 16:43:46,2026-04-07,16,35,Tuesday,5.0,19.0
B27240,-22.8709,-43.26838,2026-04-07 16:35:39-03:00,48,629,2026-04-07 16:35:44-03:00,2026-04-07 16:35:52-03:00,2026-04-07 16:43:46,2026-04-07,16,35,Tuesday,5.0,8.0
A29036,-22.88517,-43.22713,2026-04-07 16:16:48-03:00,0,209,2026-04-07 16:16:56-03:00,2026-04-07 16:17:25-03:00,2026-04-07 16:43:46,2026-04-07,16,16,Tuesday,8.0,29.0
B32585,-22.9177,-43.1768,2026-04-07 16:38:18-03:00,0,399,2026-04-07 16:38:26-03:00,2026-04-07 16:38:56-03:00,2026-04-07 16:43:46,2026-04-07,16,38,Tuesday,8.0,30.0
B32505,-22.83117,-43.39711,2026-04-07 15:54:35-03:00,44,779,2026-04-07 15:54:40-03:00,2026-04-07 15:55:00-03:00,2026-04-07 16:43:46,2026-04-07,15,54,Tuesday,5.0,20.0
C12048,-22.90952,-43.18009,2026-04-07 16:18:01-03:00,0,2303,2026-04-07 16:18:07-03:00,2026-04-07 16:18:21-03:00,2026-04-07 16:43:46,2026-04-07,16,18,Tuesday,6.0,14.0
D53680,-22.87611,-43.42063,2026-04-07 16:32:18-03:00,33,786,2026-04-07 16:32:27-03:00,2026-04-07 16:32:56-03:00,2026-04-07 16:43:46,2026-04-07,16,32,Tuesday,9.0,29.0
D33155,-22.89242,-43.60928,2026-04-07 16:30:45-03:00,24,756,2026-04-07 16:30:47-03:00,2026-04-07 16:30:56-03:00,2026-04-07 16:43:46,2026-04-07,16,30,Tuesday,2.0,9.0
D33251,-22.90263,-43.27736,2026-04-07 15:59:43-03:00,20,383,2026-04-07 15:59:52-03:00,2026-04-07 15:59:59-03:00,2026-04-07 16:43:46,2026-04-07,15,59,Tuesday,9.0,7.0
C30030,-22.95258,-43.35153,2026-04-07 15:58:41-03:00,28,565,2026-04-07 15:58:49-03:00,2026-04-07 15:59:02-03:00,2026-04-07 16:43:46,2026-04-07,15,58,Tuesday,8.0,13.0
B51620,-22.87404,-43.35748,2026-04-07 15:49:12-03:00,0,SV917,2026-04-07 15:49:20-03:00,2026-04-07 15:49:35-03:00,2026-04-07 16:43:46,2026-04-07,15,49,Tuesday,8.0,15.0
C47710,-22.92085,-43.2248,2026-04-07 16:26:42-03:00,0,601,2026-04-07 16:26:50-03:00,2026-04-07 16:27:16-03:00,2026-04-07 16:43:46,2026-04-07,16,26,Tuesday,8.0,26.0
B11542,-22.83169,-43.26831,2026-04-07 15:54:33-03:00,53,378,2026-04-07 15:54:44-03:00,2026-04-07 15:54:56-03:00,2026-04-07 16:43:46,2026-04-07,15,54,Tuesday,11.0,12.0
B28583,-22.80039,-43.19935,2026-04-07 16:42:08-03:00,7,326,2026-04-07 16:42:12-03:00,2026-04-07 16:42:33-03:00,2026-04-07 16:43:46,2026-04-07,16,42,Tuesday,4.0,21.0
C27173,-22.88133,-43.25689,2026-04-07 16:11:14-03:00,48,SP265,2026-04-07 16:11:23-03:00,2026-04-07 16:11:50-03:00,2026-04-07 16:43:46,2026-04-07,16,11,Tuesday,9.0,27.0
C47744,-23.00897,-43.30438,2026-04-07 16:41:30-03:00,12,552,2026-04-07 16:41:39-03:00,2026-04-07 16:42:08-03:00,2026-04-07 16:43:46,2026-04-07,16,41,Tuesday,9.0,29.0
B51590,-22.86319,-43.37289,2026-04-07 15:50:53-03:00,12,624,2026-04-07 15:51:05-03:00,2026-04-07 15:51:07-03:00,2026-04-07 16:43:46,2026-04-07,15,50,Tuesday,12.0,2.0
D33311,-22.8754,-43.47338,2026-04-07 16:20:17-03:00,25,741,2026-04-07 16:20:23-03:00,2026-04-07 16:20:35-03:00,2026-04-07 16:43:46,2026-04-07,16,20,Tuesday,6.0,12.0
B10067,-22.81744,-43.22421,2026-04-07 16:33:36-03:00,40,SP328,2026-04-07 16:33:44-03:00,2026-04-07 16:34:00-03:00,2026-04-07 16:43:46,2026-04-07,16,33,Tuesday,8.0,16.0
B27001,-22.91656,-43.23511,2026-04-07 15:47:42-03:00,0,629,2026-04-07 15:55:20-03:00,2026-04-07 15:55:30-03:00,2026-04-07 16:43:46,2026-04-07,15,47,Tuesday,458.0,10.0
B51535,-22.8833,-43.4388,2026-04-07 16:08:38-03:00,24,917,2026-04-07 16:08:45-03:00,2026-04-07 16:08:59-03:00,2026-04-07 16:43:46,2026-04-07,16,8,Tuesday,7.0,14.0
D86037,-22.95871,-43.65008,2026-04-07 15:47:05-03:00,59,897,2026-04-07 15:47:08-03:00,2026-04-07 15:47:21-03:00,2026-04-07 16:43:46,2026-04-07,15,47,Tuesday,3.0,13.0
D33328,-22.90645,-43.27091,2026-04-07 16:19:08-03:00,10,383,2026-04-07 16:19:19-03:00,2026-04-07 16:19:33-03:00,2026-04-07 16:43:46,2026-04-07,16,19,Tuesday,11.0,14.0
D12127,-22.90924,-43.18058,2026-04-07 16:32:58-03:00,0,2303,2026-04-07 16:33:09-03:00,2026-04-07 16:33:10-03:00,2026-04-07 16:43:46,2026-04-07,16,32,Tuesday,11.0,1.0
A71515,-22.95838,-43.20426,2026-04-07 16:10:47-03:00,19,416,2026-04-07 16:10:50-03:00,2026-04-07 16:11:12-03:00,2026-04-07 16:43:46,2026-04-07,16,10,Tuesday,3.0,22.0
D17010,-22.90433,-43.65633,2026-04-07 16:13:02-03:00,31,868,2026-04-07 16:13:10-03:00,2026-04-07 16:13:13-03:00,2026-04-07 16:43:46,2026-04-07,16,13,Tuesday,8.0,3.0
C27082,-22.86346,-43.25405,2026-04-07 16:23:19-03:00,12,905,2026-04-07 16:23:24-03:00,2026-04-07 16:23:37-03:00,2026-04-07 16:43:46,2026-04-07,16,23,Tuesday,5.0,13.0
A48028,-22.97792,-43.22634,2026-04-07 16:26:38-03:00,24,LECD128,2026-04-07 16:26:56-03:00,2026-04-07 16:27:02-03:00,2026-04-07 16:43:46,2026-04-07,16,26,Tuesday,18.0,6.0
D33244,-22.85202,-43.47061,2026-04-07 16:24:57-03:00,0,764,2026-04-07 16:25:07-03:00,2026-04-07 16:25:14-03:00,2026-04-07 16:43:46,2026-04-07,16,24,Tuesday,10.0,7.0
A71532,-22.95166,-43.17962,2026-04-07 16:33:46-03:00,47,100,2026-04-07 16:34:49-03:00,2026-04-07 16:35:12-03:00,2026-04-07 16:43:46,2026-04-07,16,33,Tuesday,63.0,23.0
A71569,-22.97492,-43.18958,2026-04-07 15:53:11-03:00,10,100,2026-04-07 15:53:14-03:00,2026-04-07 15:53:20-03:00,2026-04-07 16:43:46,2026-04-07,15,53,Tuesday,3.0,6.0
D53609,-22.90912,-43.55025,2026-04-07 15:43:59-03:00,0,846,2026-04-07 15:44:09-03:00,2026-04-07 15:44:25-03:00,2026-04-07 16:43:46,2026-04-07,15,43,Tuesday,10.0,16.0
D12118,-22.90344,-43.18468,2026-04-07 16:18:50-03:00,9,2335,2026-04-07 16:18:58-03:00,2026-04-07 16:19:22-03:00,2026-04-07 16:43:46,2026-04-07,16,18,Tuesday,8.0,24.0
A72163,-22.90891,-43.1747,2026-04-07 16:05:16-03:00,0,006,2026-04-07 16:05:24-03:00,2026-04-07 16:05:38-03:00,2026-04-07 16:43:46,2026-04-07,16,5,Tuesday,8.0,14.0
B25575,-22.89904,-43.21203,2026-04-07 16:41:04-03:00,9,606,2026-04-07 16:41:11-03:00,2026-04-07 16:41:29-03:00,2026-04-07 16:43:46,2026-04-07,16,41,Tuesday,7.0,18.0
A48028,-22.90053,-43.21054,2026-04-07 15:45:47-03:00,35,LECD128,2026-04-07 15:46:00-03:00,2026-04-07 15:46:11-03:00,2026-04-07 16:43:46,2026-04-07,15,45,Tuesday,13.0,11.0
A29054,-22.97217,-43.21747,2026-04-07 16:17:58-03:00,11,476,2026-04-07 16:18:30-03:00,2026-04-07 16:18:57-03:00,2026-04-07 16:43:46,2026-04-07,16,17,Tuesday,32.0,27.0
A29040,-22.8899,-43.2294,2026-04-07 16:31:17-03:00,0,472,2026-04-07 16:31:21-03:00,2026-04-07 16:31:43-03:00,2026-04-07 16:43:46,2026-04-07,16,31,Tuesday,4.0,22.0
D86347,-22.89994,-43.56681,2026-04-07 15:58:31-03:00,0,SV853,2026-04-07 15:58:34-03:00,2026-04-07 15:58:44-03:00,2026-04-07 16:43:46,2026-04-07,15,58,Tuesday,3.0,10.0
D86369,-22.89269,-43.53132,2026-04-07 15:50:41-03:00,35,855,2026-04-07 15:50:48-03:00,2026-04-07 15:50:57-03:00,2026-04-07 16:43:46,2026-04-07,15,50,Tuesday,7.0,9.0
A29056,-22.96278,-43.16796,2026-04-07 16:33:38-03:00,0,LECD136,2026-04-07 16:33:48-03:00,2026-04-07 16:34:16-03:00,2026-04-07 16:43:46,2026-04-07,16,33,Tuesday,10.0,28.0
A72039,-22.97379,-43.22567,2026-04-07 15:57:11-03:00,8,410,2026-04-07 15:57:12-03:00,2026-04-07 15:57:28-03:00,2026-04-07 16:43:46,2026-04-07,15,57,Tuesday,1.0,16.0
B28617,-22.83835,-43.24036,2026-04-07 16:01:54-03:00,30,329,2026-04-07 16:02:04-03:00,2026-04-07 16:02:11-03:00,2026-04-07 16:43:46,2026-04-07,16,1,Tuesday,10.0,7.0
A72008,-22.97843,-43.22451,2026-04-07 15:57:56-03:00,13,LECD134,2026-04-07 15:58:05-03:00,2026-04-07 15:58:29-03:00,2026-04-07 16:43:46,2026-04-07,15,57,Tuesday,9.0,24.0
C50182,-22.99957,-43.35639,2026-04-07 16:01:15-03:00,27,LECD137,2026-04-07 16:01:22-03:00,2026-04-07 16:01:50-03:00,2026-04-07 16:43:46,2026-04-07,16,1,Tuesday,7.0,28.0
C44680,-22.86114,-43.35589,2026-04-07 16:33:55-03:00,0,783,2026-04-07 16:34:00-03:00,2026-04-07 16:34:14-03:00,2026-04-07 16:43:46,2026-04-07,16,33,Tuesday,5.0,14.0
C30211,-22.9488,-43.34815,2026-04-07 15:58:58-03:00,24,550,2026-04-07 15:59:09-03:00,2026-04-07 15:59:32-03:00,2026-04-07 16:43:46,2026-04-07,15,58,Tuesday,11.0,23.0
D33231,-22.87968,-43.435,2026-04-07 16:33:46-03:00,13,743,2026-04-07 16:33:58-03:00,2026-04-07 16:34:02-03:00,2026-04-07 16:43:46,2026-04-07,16,33,Tuesday,12.0,4.0
D17512,-22.91667,-43.60855,2026-04-07 16:34:47-03:00,1,2307,2026-04-07 16:35:01-03:00,2026-04-07 16:35:28-03:00,2026-04-07 16:43:46,2026-04-07,16,34,Tuesday,14.0,27.0
B27240,-22.82519,-43.33248,2026-04-07 15:43:35-03:00,0,629,2026-04-07 15:43:42-03:00,2026-04-07 15:43:44-03:00,2026-04-07 16:43:46,2026-04-07,15,43,Tuesday,7.0,2.0
A48083,-22.89962,-43.21134,2026-04-07 15:58:03-03:00,0,169,2026-04-07 15:58:05-03:00,2026-04-07 15:58:26-03:00,2026-04-07 16:43:46,2026-04-07,15,58,Tuesday,2.0,21.0
C51611,-22.82423,-43.40525,2026-04-07 16:05:53-03:00,7,SV624,2026-04-07 16:05:57-03:00,2026-04-07 16:06:26-03:00,2026-04-07 16:43:46,2026-04-07,16,5,Tuesday,4.0,29.0
C30188,-22.96759,-43.33605,2026-04-07 15:43:40-03:00,22,SPA550,2026-04-07 15:43:51-03:00,2026-04-07 15:44:07-03:00,2026-04-07 16:43:46,2026-04-07,15,43,Tuesday,11.0,16.0
D86119,-22.92712,-43.55355,2026-04-07 16:31:38-03:00,0,857,2026-04-07 16:31:46-03:00,2026-04-07 16:32:13-03:00,2026-04-07 16:43:46,2026-04-07,16,31,Tuesday,8.0,27.0
D86340,-22.89548,-43.53728,2026-04-07 15:47:48-03:00,21,864,2026-04-07 15:47:57-03:00,2026-04-07 15:48:22-03:00,2026-04-07 16:43:46,2026-04-07,15,47,Tuesday,9.0,25.0
B28509,-22.8255,-43.16927,2026-04-07 16:20:12-03:00,0,324,2026-04-07 16:20:21-03:00,2026-04-07 16:20:34-03:00,2026-04-07 16:43:46,2026-04-07,16,20,Tuesday,9.0,13.0
C47939,-22.92377,-43.28184,2026-04-07 15:55:08-03:00,34,2114,2026-04-07 15:55:17-03:00,2026-04-07 15:55:27-03:00,2026-04-07 16:43:46,2026-04-07,15,55,Tuesday,9.0,10.0
B58089,-22.85182,-43.26387,2026-04-07 15:43:49-03:00,12,622,2026-04-07 15:43:56-03:00,2026-04-07 15:44:23-03:00,2026-04-07 16:43:46,2026-04-07,15,43,Tuesday,7.0,27.0
D33074,-22.88318,-43.49215,2026-04-07 16:26:53-03:00,0,746,2026-04-07 16:28:19-03:00,2026-04-07 16:28:21-03:00,2026-04-07 16:43:46,2026-04-07,16,26,Tuesday,86.0,2.0
C47593,-22.90789,-43.20055,2026-04-07 15:47:02-03:00,35,348,2026-04-07 15:47:14-03:00,2026-04-07 15:47:45-03:00,2026-04-07 16:43:46,2026-04-07,15,47,Tuesday,12.0,31.0
D17521,-22.908,-43.20078,2026-04-07 16:30:16-03:00,0,2336,2026-04-07 16:30:26-03:00,2026-04-07 16:30:53-03:00,2026-04-07 16:43:46,2026-04-07,16,30,Tuesday,10.0,27.0
B32834,-22.76104,-43.44868,2026-04-07 15:52:00-03:00,0,665,2026-04-07 15:52:11-03:00,2026-04-07 15:52:27-03:00,2026-04-07 16:43:46,2026-04-07,15,52,Tuesday,11.0,16.0
A72002,-22.92498,-43.23578,2026-04-07 16:28:32-03:00,12,422,2026-04-07 16:28:43-03:00,2026-04-07 16:29:07-03:00,2026-04-07 16:43:46,2026-04-07,16,28,Tuesday,11.0,24.0
B31073,-22.87272,-43.24522,2026-04-07 15:54:20-03:00,53,483,2026-04-07 15:54:22-03:00,2026-04-07 15:54:44-03:00,2026-04-07 16:43:46,2026-04-07,15,54,Tuesday,2.0,22.0
C47687,-22.98337,-43.18956,2026-04-07 16:02:49-03:00,0,552,2026-04-07 16:03:00-03:00,2026-04-07 16:03:08-03:00,2026-04-07 16:43:46,2026-04-07,16,2,Tuesday,11.0,8.0
B58050,-22.89935,-43.22218,2026-04-07 15:55:01-03:00,33,312,2026-04-07 15:55:09-03:00,2026-04-07 15:55:38-03:00,2026-04-07 16:43:46,2026-04-07,15,55,Tuesday,8.0,29.0
D53512,-22.92701,-43.68916,2026-04-07 15:53:02-03:00,0,3,2026-04-07 15:53:06-03:00,2026-04-07 15:53:36-03:00,2026-04-07 16:43:46,2026-04-07,15,53,Tuesday,4.0,30.0
D86137,-22.92742,-43.55392,2026-04-07 15:59:45-03:00,0,820,2026-04-07 15:59:57-03:00,2026-04-07 16:00:16-03:00,2026-04-07 16:43:46,2026-04-07,15,59,Tuesday,12.0,19.0
D13277,-22.94122,-43.34148,2026-04-07 15:49:23-03:00,3,636,2026-04-07 15:49:28-03:00,2026-04-07 15:49:47-03:00,2026-04-07 16:43:46,2026-04-07,15,49,Tuesday,5.0,19.0
