ordem,latitude,longitude,datahora,velocidade,linha,datahoraenvio,datahoraservidor,momento_extracao
C44611,"-22,82018","-43,32381",1775499638000,0,LECD140,1775499650000,1775499658000,2026-04-06 16:20:49
B44502,"-22,85366","-43,37608",1775499640000,0,638,1775499650000,1775499658000,2026-04-06 16:20:49
B44641,"-22,89392","-43,30095",1775499639000,16,638,1775499650000,1775499658000,2026-04-06 16:20:49
C44655,"-22,86052","-43,37063",1775499636000,27,638,1775499650000,1775499658000,2026-04-06 16:20:49
C44520,"-22,86107","-43,35541",1775499640000,0,712,1775499650000,1775499658000,2026-04-06 16:20:49
B44524,"-22,86113","-43,35562",1775499640000,0,783,1775499650000,1775499658000,2026-04-06 16:20:49
B44673,"-22,87028","-43,33567",1775499639000,8,785,1775499650000,1775499658000,2026-04-06 16:20:49
B44674,"-22,87912","-43,24053",1775499639000,8,355,1775499650000,1775499658000,2026-04-06 16:20:49
B44567,"-22,87654","-43,37236",1775499639000,42,783,1775499650000,1775499658000,2026-04-06 16:20:49
B44581,"-22,89607","-43,30566",1775499641000,12,LECD140,1775499650000,1775499658000,2026-04-06 16:20:49
B44577,"-22,8712","-43,33595",1775499640000,0,712,1775499650000,1775499658000,2026-04-06 16:20:49
B44592,"-22,84262","-43,27858",1775499642000,0,721,1775499650000,1775499658000,2026-04-06 16:20:49
B44677,"-22,87122","-43,33585",1775499641000,1,SR355,1775499650000,1775499658000,2026-04-06 16:20:49
B44521,"-22,86111","-43,35542",1775499642000,0,721,1775499650000,1775499658000,2026-04-06 16:20:49
B44693,"-22,86525","-43,33427",1775499641000,13,721,1775499650000,1775499658000,2026-04-06 16:20:49
C44539,"-22,86759","-43,34443",1775499641000,18,LECD141,1775499650000,1775499658000,2026-04-06 16:20:49
C44591,"-22,88161","-43,3254",1775499642000,0,712,1775499650000,1775499658000,2026-04-06 16:20:49
C44559,"-22,84999","-43,30851",1775499642000,0,721,1775499650000,1775499658000,2026-04-06 16:20:49
B44641,"-22,89389","-43,30107",1775499642000,16,638,1775499650000,1775499658000,2026-04-06 16:20:49
B44660,"-22,88524","-43,31018",1775499643000,0,638,1775499650000,1775499658000,2026-04-06 16:20:49
B44585,"-22,84069","-43,29847",1775499643000,25,721,1775499650000,1775499658000,2026-04-06 16:20:49
B44606,"-22,88116","-43,32532",1775499642000,0,721,1775499650000,1775499658000,2026-04-06 16:20:49
B44694,"-22,88495","-43,31412",1775499643000,0,638,1775499650000,1775499658000,2026-04-06 16:20:49
C44644,"-22,8461","-43,37924",1775499644000,41,785,1775499650000,1775499658000,2026-04-06 16:20:49
C44587,"-22,92028","-43,25989",1775499642000,24,638,1775499650000,1775499658000,2026-04-06 16:20:49
B44641,"-22,8938","-43,30111",1775499644000,18,638,1775499650000,1775499658000,2026-04-06 16:20:49
C44554,"-22,86092","-43,35547",1775499643000,0,712,1775499650000,1775499658000,2026-04-06 16:20:49
C44654,"-22,92531","-43,23288",1775499644000,0,638,1775499650000,1775499658000,2026-04-06 16:20:49
B44643,"-22,87202","-43,34496",1775499644000,0,638,1775499650000,1775499658000,2026-04-06 16:20:49
B44687,"-22,85381","-43,38492",1775499645000,22,783,1775499650000,1775499658000,2026-04-06 16:20:49
B44584,"-22,92396","-43,23241",1775499644000,0,638,1775499650000,1775499658000,2026-04-06 16:20:49
B44688,"-22,86107","-43,35612",1775499645000,0,721,1775499650000,1775499658000,2026-04-06 16:20:49
B44522,"-22,83077","-43,34512",1775499546000,0,LECD140,1775499650000,1775499658000,2026-04-06 16:20:49
C44519,"-22,86115","-43,36958",1775499646000,0,638,1775499650000,1775499658000,2026-04-06 16:20:49
B44538,"-22,88996","-43,30227",1775499647000,0,638,1775499650000,1775499658000,2026-04-06 16:20:49
B44575,"-22,89866","-43,27737",1775499646000,0,638,1775499650000,1775499658000,2026-04-06 16:20:49
B44522,"-22,83063","-43,34519",1775499576000,5,LECD140,1775499650000,1775499658000,2026-04-06 16:20:49
B44687,"-22,85396","-43,38481",1775499648000,26,783,1775499650000,1775499658000,2026-04-06 16:20:49
B44595,"-22,83965","-43,28158",1775499645000,21,721,1775499650000,1775499658000,2026-04-06 16:20:49
B44603,"-22,88148","-43,32539",1775499648000,0,721,1775499650000,1775499658000,2026-04-06 16:20:49
C44530,"-22,87112","-43,3358",1775499647000,0,712,1775499650000,1775499658000,2026-04-06 16:20:49
C44669,"-22,85379","-43,37647",1775499647000,0,638,1775499650000,1775499658000,2026-04-06 16:20:49
C44669,"-22,85379","-43,37647",1775499647000,0,638,1775499650000,1775499689000,2026-04-06 16:20:49
A71538,"-22,93115","-43,17872",1775499648000,0,133,1775499650000,1775499687000,2026-04-06 16:20:49
D87740,"-22,91669","-43,60844",1775499647000,0,2336,1775499651000,1775499677000,2026-04-06 16:20:49
D87761,"-22,86171","-43,44843",1775499647000,16,2336,1775499651000,1775499677000,2026-04-06 16:20:49
A48146,"-22,9662","-43,21922",1775499642000,14,LECD128,1775499651000,1775499670000,2026-04-06 16:20:49
A48001,"-22,93258","-43,20947",1775499639000,22,LECD128,1775499651000,1775499670000,2026-04-06 16:20:49
A48002,"-22,8996","-43,21126",1775499642000,0,LECD128,1775499651000,1775499670000,2026-04-06 16:20:49
A48026,"-22,95959","-43,20118",1775499635000,7,LECD138,1775499651000,1775499670000,2026-04-06 16:20:49
A48039,"-22,9547","-43,17745",1775499637000,31,426,1775499651000,1775499670000,2026-04-06 16:20:49
A48076,"-22,91026","-43,19614",1775499638000,37,202,1775499651000,1775499670000,2026-04-06 16:20:49
A48054,"-22,97722","-43,23124",1775499636000,38,539,1775499651000,1775499670000,2026-04-06 16:20:49
A48080,"-22,90808","-43,17083",1775499637000,0,202,1775499651000,1775499670000,2026-04-06 16:20:49
A48038,"-22,93219","-43,24038",1775499639000,14,415,1775499651000,1775499670000,2026-04-06 16:20:49
A48021,"-22,94315","-43,1765",1775499635000,44,415,1775499651000,1775499670000,2026-04-06 16:20:49
A48044,"-22,98441","-43,19139",1775499640000,20,539,1775499651000,1775499670000,2026-04-06 16:20:49
A48088,"-22,92592","-43,20503",1775499644000,27,133,1775499651000,1775499670000,2026-04-06 16:20:49
A48061,"-22,92394","-43,23229",1775499638000,0,626,1775499651000,1775499670000,2026-04-06 16:20:49
A48095,"-22,91871","-43,21861",1775499640000,0,426,1775499651000,1775499670000,2026-04-06 16:20:49
A48087,"-22,99982","-43,2728",1775499639000,27,LECD131,1775499651000,1775499670000,2026-04-06 16:20:49
A48029,"-22,97201","-43,18752",1775499642000,0,415,1775499651000,1775499670000,2026-04-06 16:20:49
A48042,"-22,92639","-43,20967",1775499646000,12,201,1775499651000,1775499670000,2026-04-06 16:20:49
A48065,"-22,99995","-43,27269",1775499643000,18,539,1775499651000,1775499670000,2026-04-06 16:20:49
A48017,"-22,91864","-43,21852",1775499643000,0,426,1775499651000,1775499670000,2026-04-06 16:20:49
A48084,"-22,91047","-43,196",1775499648000,31,202,1775499651000,1775499670000,2026-04-06 16:20:49
A48152,"-22,9411","-43,20234",1775499635000,59,161,1775499651000,1775499670000,2026-04-06 16:20:49
A48072,"-22,91033","-43,18362",1775499640000,25,201,1775499651000,1775499670000,2026-04-06 16:20:49
A48179,"-22,96371","-43,20369",1775499643000,1,LECD128,1775499651000,1775499670000,2026-04-06 16:20:49
A48027,"-22,9333","-43,20973",1775499645000,7,161,1775499651000,1775499670000,2026-04-06 16:20:49
A48075,"-22,98467","-43,1952",1775499637000,38,426,1775499651000,1775499670000,2026-04-06 16:20:49
A48059,"-22,92351","-43,20767",1775499637000,31,426,1775499651000,1775499670000,2026-04-06 16:20:49
A48057,"-22,92999","-43,25451",1775499643000,0,626,1775499651000,1775499670000,2026-04-06 16:20:49
A48073,"-22,92763","-43,23603",1775499641000,0,426,1775499651000,1775499670000,2026-04-06 16:20:49
A48044,"-22,98446","-43,19132",1775499642000,18,539,1775499651000,1775499670000,2026-04-06 16:20:49
A48048,"-22,93048","-43,20179",1775499641000,27,133,1775499651000,1775499670000,2026-04-06 16:20:49
A48018,"-22,98537","-43,24456",1775499642000,20,539,1775499651000,1775499670000,2026-04-06 16:20:49
A48053,"-22,97646","-43,19941",1775499640000,44,415,1775499651000,1775499670000,2026-04-06 16:20:49
A48101,"-22,9804","-43,21232",1775499647000,18,415,1775499651000,1775499670000,2026-04-06 16:20:49
A48153,"-22,93967","-43,1831",1775499643000,0,LECD131,1775499651000,1775499670000,2026-04-06 16:20:49
A48020,"-22,9084","-43,17451",1775499642000,12,415,1775499651000,1775499670000,2026-04-06 16:20:49
A48094,"-22,97434","-43,19156",1775499643000,14,426,1775499651000,1775499670000,2026-04-06 16:20:49
A48087,"-22,99999","-43,27273",1775499642000,24,LECD131,1775499651000,1775499670000,2026-04-06 16:20:49
A48098,"-22,90359","-43,18364",1775499642000,27,415,1775499651000,1775499670000,2026-04-06 16:20:49
A48082,"-22,91853","-43,19455",1775499646000,66,117,1775499651000,1775499670000,2026-04-06 16:20:49
A48028,"-22,89991","-43,21054",1775499639000,0,LECD128,1775499651000,1775499670000,2026-04-06 16:20:49
A48039,"-22,95443","-43,17727",1775499643000,14,426,1775499651000,1775499670000,2026-04-06 16:20:49
A48066,"-22,94116","-43,18247",1775499642000,5,426,1775499651000,1775499670000,2026-04-06 16:20:49
A48004,"-22,94628","-43,25657",1775499634000,0,415,1775499651000,1775499670000,2026-04-06 16:20:49
A48075,"-22,98475","-43,19594",1775499630000,37,426,1775499651000,1775499670000,2026-04-06 16:20:49
A48019,"-22,93181","-43,20924",1775499632000,35,LECD128,1775499651000,1775499670000,2026-04-06 16:20:49
A48040,"-22,93165","-43,1732",1775499628000,64,415,1775499651000,1775499670000,2026-04-06 16:20:49
A48146,"-22,96609","-43,21914",1775499603000,0,LECD128,1775499651000,1775499670000,2026-04-06 16:20:49
A48145,"-22,98384","-43,21196",1775499640000,0,161,1775499651000,1775499670000,2026-04-06 16:20:49
A48088,"-22,92569","-43,20516",1775499640000,24,133,1775499651000,1775499670000,2026-04-06 16:20:49
A48046,"-22,90288","-43,17548",1775499639000,0,202,1775499651000,1775499670000,2026-04-06 16:20:49
A48051,"-22,9089","-43,18848",1775499645000,0,201,1775499651000,1775499670000,2026-04-06 16:20:49
A48021,"-22,94376","-43,17531",1775499626000,68,415,1775499651000,1775499670000,2026-04-06 16:20:49
A48035,"-22,93692","-43,19703",1775499632000,25,133,1775499651000,1775499670000,2026-04-06 16:20:49
A48064,"-22,92213","-43,19727",1775499632000,1,202,1775499651000,1775499670000,2026-04-06 16:20:49
A48021,"-22,94339","-43,17621",1775499632000,50,415,1775499651000,1775499670000,2026-04-06 16:20:49
A48032,"-22,89986","-43,21065",1775499641000,0,LECD128,1775499651000,1775499670000,2026-04-06 16:20:49
A48098,"-22,90294","-43,18397",1775499635000,11,415,1775499651000,1775499670000,2026-04-06 16:20:49
A48115,"-22,96696","-43,18024",1775499632000,3,415,1775499651000,1775499670000,2026-04-06 16:20:49
A48060,"-22,92448","-43,19866",1775499640000,18,202,1775499651000,1775499670000,2026-04-06 16:20:49
A48065,"-22,99977","-43,27275",1775499639000,24,539,1775499651000,1775499670000,2026-04-06 16:20:49
D33144,"-22,85928","-43,46042",1775499639000,53,765,1775499651000,1775499655000,2026-04-06 16:20:49
D33288,"-22,89299","-43,45356",1775499639000,0,SV391,1775499651000,1775499655000,2026-04-06 16:20:49
D33209,"-22,87987","-43,46624",1775499638000,22,741,1775499651000,1775499655000,2026-04-06 16:20:49
D33061,"-22,88625","-43,61765",1775499639000,31,804,1775499651000,1775499655000,2026-04-06 16:20:49
D33058,"-22,85341","-43,46931",1775499640000,3,764,1775499651000,1775499655000,2026-04-06 16:20:49
D33010,"-22,89643","-43,28922",1775499640000,33,383,1775499651000,1775499655000,2026-04-06 16:20:49
D33289,"-22,89607","-43,30365",1775499640000,15,383,1775499651000,1775499655000,2026-04-06 16:20:49
D33141,"-22,84841","-43,54421",1775499640000,0,812,1775499651000,1775499655000,2026-04-06 16:20:49
D33253,"-22,86679","-43,4116",1775499639000,29,737,1775499651000,1775499655000,2026-04-06 16:20:49
D33106,"-22,85455","-43,53186",1775499640000,0,812,1775499651000,1775499655000,2026-04-06 16:20:49
D33197,"-22,86817","-43,55386",1775499640000,43,771,1775499651000,1775499655000,2026-04-06 16:20:49
D33315,"-22,87634","-43,41972",1775499640000,0,ESPECIAL,1775499651000,1775499655000,2026-04-06 16:20:49
D33305,"-22,89236","-43,59101",1775499640000,32,841,1775499651000,1775499655000,2026-04-06 16:20:49
D33328,"-22,88457","-43,40592",1775499640000,31,794,1775499651000,1775499655000,2026-04-06 16:20:49
D33189,"-22,89084","-43,42524",1775499639000,19,794,1775499651000,1775499655000,2026-04-06 16:20:49
D33048,"-22,8774","-43,52996",1775499605000,39,798,1775499651000,1775499655000,2026-04-06 16:20:49
D33235,"-22,88234","-43,32889",1775499641000,9,794,1775499651000,1775499655000,2026-04-06 16:20:49
D33173,"-22,86521","-43,42623",1775499640000,28,753,1775499651000,1775499655000,2026-04-06 16:20:49
D33048,"-22,87686","-43,52895",1775499635000,40,798,1775499651000,1775499655000,2026-04-06 16:20:49
D33016,"-22,87833","-43,43135",1775499642000,0,791,1775499651000,1775499655000,2026-04-06 16:20:49
D33091,"-22,87504","-43,464",1775499642000,28,812,1775499651000,1775499655000,2026-04-06 16:20:49
D33295,"-22,90241","-43,56177",1775499642000,0,893,1775499651000,1775499655000,2026-04-06 16:20:49
D33068,"-22,87898","-43,42443",1775499641000,0,746,1775499651000,1775499655000,2026-04-06 16:20:49
D33086,"-22,88907","-43,63419",1775499642000,0,754,1775499651000,1775499655000,2026-04-06 16:20:49
D33097,"-22,88015","-43,46644",1775499642000,0,812,1775499651000,1775499655000,2026-04-06 16:20:49
D33221,"-22,87594","-43,43566",1775499641000,0,791,1775499651000,1775499655000,2026-04-06 16:20:49
D33043,"-22,87037","-43,55456",1775499641000,31,770,1775499651000,1775499655000,2026-04-06 16:20:49
D33302,"-22,8866","-43,3941",1775499642000,30,745,1775499651000,1775499655000,2026-04-06 16:20:49
D33176,"-22,85315","-43,39391",1775499640000,14,754,1775499651000,1775499655000,2026-04-06 16:20:49
D33145,"-22,90245","-43,56207",1775499641000,4,804,1775499651000,1775499655000,2026-04-06 16:20:49
D33151,"-22,92184","-43,66922",1775499643000,0,754,1775499651000,1775499655000,2026-04-06 16:20:49
D33252,"-22,90836","-43,23871",1775499640000,42,383,1775499651000,1775499655000,2026-04-06 16:20:49
D33246,"-22,85387","-43,38325",1775499642000,0,764,1775499651000,1775499655000,2026-04-06 16:20:49
D33004,"-22,87609","-43,41988",1775499642000,0,ESPECIAL,1775499651000,1775499655000,2026-04-06 16:20:49
D33189,"-22,89079","-43,42533",1775499641000,21,794,1775499651000,1775499655000,2026-04-06 16:20:49
D33100,"-22,9328","-43,68242",1775499642000,29,804,1775499651000,1775499655000,2026-04-06 16:20:49
D33142,"-22,91422","-43,68111",1775499644000,0,756,1775499651000,1775499655000,2026-04-06 16:20:49
D33133,"-22,98666","-43,68809",1775499642000,13,870,1775499651000,1775499655000,2026-04-06 16:20:49
D33205,"-22,8712","-43,46326",1775499641000,21,743,1775499651000,1775499655000,2026-04-06 16:20:49
D33177,"-22,91076","-43,68747",1775499644000,31,804,1775499651000,1775499655000,2026-04-06 16:20:49
D33041,"-22,86028","-43,52101",1775499643000,53,770,1775499651000,1775499655000,2026-04-06 16:20:49
D33019,"-22,87354","-43,4656",1775499643000,0,926,1775499651000,1775499655000,2026-04-06 16:20:49
D33233,"-22,89443","-43,45193",1775499644000,10,794,1775499651000,1775499655000,2026-04-06 16:20:49
D33102,"-22,91092","-43,60597",1775499643000,20,753,1775499651000,1775499655000,2026-04-06 16:20:49
D33323,"-22,8506","-43,34605",1775499644000,31,926,1775499651000,1775499655000,2026-04-06 16:20:49
D33302,"-22,88674","-43,39404",1775499644000,30,745,1775499651000,1775499655000,2026-04-06 16:20:49
D33297,"-22,85583","-43,49436",1775499644000,32,771,1775499651000,1775499655000,2026-04-06 16:20:49
D33215,"-22,88439","-43,56097",1775499643000,20,821,1775499651000,1775499655000,2026-04-06 16:20:49
D33328,"-22,88465","-43,40558",1775499644000,33,794,1775499651000,1775499655000,2026-04-06 16:20:49
D33305,"-22,89221","-43,59068",1775499644000,35,841,1775499651000,1775499655000,2026-04-06 16:20:49
D33037,"-22,84094","-43,37092",1775499644000,22,771,1775499651000,1775499655000,2026-04-06 16:20:49
D33230,"-22,89546","-43,58397",1775499643000,56,842,1775499651000,1775499655000,2026-04-06 16:20:49
D33150,"-22,87275","-43,4997",1775499643000,24,731,1775499651000,1775499655000,2026-04-06 16:20:49
D33049,"-22,85373","-43,38319",1775499644000,0,764,1775499651000,1775499655000,2026-04-06 16:20:49
D33236,"-22,83799","-43,29133",1775499644000,26,926,1775499651000,1775499655000,2026-04-06 16:20:49
D33007,"-22,87773","-43,44304",1775499644000,12,746,1775499651000,1775499655000,2026-04-06 16:20:49
D33325,"-22,85335","-43,3831",1775499645000,14,764,1775499651000,1775499655000,2026-04-06 16:20:49
D33205,"-22,87112","-43,46335",1775499643000,23,743,1775499651000,1775499655000,2026-04-06 16:20:49
D33098,"-22,89642","-43,61115",1775499644000,0,757,1775499651000,1775499655000,2026-04-06 16:20:49
D33322,"-22,8779","-43,34079",1775499643000,42,794,1775499651000,1775499655000,2026-04-06 16:20:49
D33248,"-22,88068","-43,35389",1775499644000,46,383,1775499651000,1775499655000,2026-04-06 16:20:49
D33275,"-22,89715","-43,55757",1775499487000,33,796,1775499651000,1775499655000,2026-04-06 16:20:49
D33136,"-22,86558","-43,42747",1775499646000,58,753,1775499651000,1775499655000,2026-04-06 16:20:49
D33088,"-22,86178","-43,54676",1775499645000,10,753,1775499651000,1775499655000,2026-04-06 16:20:49
D33275,"-22,89673","-43,55821",1775499496000,28,796,1775499651000,1775499655000,2026-04-06 16:20:49
D33311,"-22,88382","-43,39978",1775499645000,0,743,1775499651000,1775499655000,2026-04-06 16:20:49
D33091,"-22,87499","-43,46372",1775499646000,24,812,1775499651000,1775499655000,2026-04-06 16:20:49
D33275,"-22,89583","-43,5585",1775499523000,16,796,1775499651000,1775499655000,2026-04-06 16:20:49
D33258,"-22,91236","-43,23425",1775499645000,42,383,1775499651000,1775499655000,2026-04-06 16:20:49
D33105,"-22,85489","-43,4927",1775499644000,0,812,1775499651000,1775499655000,2026-04-06 16:20:49
D33179,"-22,87909","-43,62278",1775499644000,39,756,1775499651000,1775499655000,2026-04-06 16:20:49
D33275,"-22,89407","-43,55883",1775499553000,31,796,1775499651000,1775499655000,2026-04-06 16:20:49
D33028,"-22,9021","-43,56062",1775499647000,6,822,1775499651000,1775499655000,2026-04-06 16:20:49
D33279,"-22,87387","-43,4179",1775499645000,30,ESPECIAL,1775499651000,1775499655000,2026-04-06 16:20:49
D33275,"-22,89327","-43,55898",1775499583000,31,796,1775499651000,1775499655000,2026-04-06 16:20:49
D33089,"-22,98251","-43,68536",1775499647000,14,870,1775499651000,1775499655000,2026-04-06 16:20:49
D33044,"-22,87675","-43,52869",1775499647000,58,771,1775499651000,1775499655000,2026-04-06 16:20:49
D33215,"-22,88436","-43,56085",1775499645000,22,821,1775499651000,1775499655000,2026-04-06 16:20:49
D33233,"-22,89444","-43,45203",1775499647000,13,794,1775499651000,1775499655000,2026-04-06 16:20:49
D33275,"-22,89067","-43,55952",1775499613000,41,796,1775499651000,1775499655000,2026-04-06 16:20:49
D33218,"-22,87773","-43,43654",1775499645000,0,741,1775499651000,1775499655000,2026-04-06 16:20:49
D33260,"-22,8872","-43,38327",1775499645000,51,383,1775499651000,1775499655000,2026-04-06 16:20:49
D33275,"-22,88844","-43,55976",1775499643000,22,796,1775499651000,1775499655000,2026-04-06 16:20:49
D33069,"-22,83786","-43,28524",1775499647000,30,926,1775499651000,1775499655000,2026-04-06 16:20:49
D33047,"-22,85831","-43,46569",1775499648000,63,796,1775499651000,1775499655000,2026-04-06 16:20:49
D33149,"-22,91522","-43,6828",1775499646000,0,753,1775499651000,1775499655000,2026-04-06 16:20:49
D33212,"-22,88599","-43,57922",1775499647000,41,821,1775499651000,1775499655000,2026-04-06 16:20:49
D33034,"-22,87551","-43,41914",1775499648000,0,770,1775499651000,1775499655000,2026-04-06 16:20:49
D33258,"-22,91243","-43,23448",1775499647000,42,383,1775499651000,1775499655000,2026-04-06 16:20:49
D33057,"-22,88069","-43,35381",1775499647000,42,746,1775499651000,1775499655000,2026-04-06 16:20:49
D33003,"-22,88145","-43,32528",1775499646000,0,790,1775499651000,1775499655000,2026-04-06 16:20:49
D33091,"-22,87487","-43,46366",1775499648000,26,812,1775499651000,1775499655000,2026-04-06 16:20:49
D33257,"-22,88153","-43,32524",1775499649000,0,737,1775499651000,1775499655000,2026-04-06 16:20:49
D33093,"-22,90815","-43,59761",1775499648000,18,753,1775499651000,1775499655000,2026-04-06 16:20:49
D33262,"-22,88041","-43,47389",1775499646000,0,746,1775499651000,1775499655000,2026-04-06 16:20:49
D33002,"-22,90217","-43,26296",1775499647000,46,383,1775499651000,1775499655000,2026-04-06 16:20:49
D33045,"-22,86374","-43,3438",1775499647000,15,790,1775499651000,1775499655000,2026-04-06 16:20:49
D33148,"-22,85922","-43,38851",1775499649000,1,753,1775499651000,1775499655000,2026-04-06 16:20:49
D33029,"-22,88194","-43,32986",1775499648000,0,745,1775499651000,1775499655000,2026-04-06 16:20:49
D33293,"-22,8941","-43,44195",1775499648000,0,741,1775499651000,1775499655000,2026-04-06 16:20:49
D33196,"-22,87861","-43,49165",1775499649000,0,746,1775499651000,1775499655000,2026-04-06 16:20:49
D33268,"-22,89955","-43,56141",1775499646000,0,822,1775499651000,1775499655000,2026-04-06 16:20:49
D33035,"-22,83232","-43,34261",1775499649000,0,771,1775499652000,1775499655000,2026-04-06 16:20:49
D33243,"-22,87564","-43,5549",1775499648000,26,770,1775499652000,1775499655000,2026-04-06 16:20:49
D33269,"-22,90196","-43,57402",1775499648000,25,821,1775499652000,1775499655000,2026-04-06 16:20:49
D33270,"-22,87947","-43,35596",1775499588000,0,383,1775499652000,1775499655000,2026-04-06 16:20:49
D33251,"-22,86476","-43,41795",1775499647000,43,ESPECIAL,1775499652000,1775499655000,2026-04-06 16:20:49
D33233,"-22,89438","-43,45211",1775499649000,18,794,1775499652000,1775499655000,2026-04-06 16:20:49
D33200,"-22,87604","-43,41994",1775499649000,0,ESPECIAL,1775499652000,1775499655000,2026-04-06 16:20:49
D33211,"-22,87954","-43,45643",1775499646000,0,869,1775499652000,1775499655000,2026-04-06 16:20:49
D33270,"-22,87896","-43,3568",1775499618000,36,383,1775499652000,1775499655000,2026-04-06 16:20:49
D33174,"-22,97721","-43,70282",1775499649000,14,757,1775499652000,1775499655000,2026-04-06 16:20:49
D33270,"-22,87855","-43,35803",1775499648000,27,383,1775499652000,1775499655000,2026-04-06 16:20:49
D33255,"-22,86552","-43,33722",1775499647000,44,790,1775499652000,1775499655000,2026-04-06 16:20:49
D33027,"-22,8755","-43,41913",1775499649000,0,ESPECIAL,1775499652000,1775499655000,2026-04-06 16:20:49
D33225,"-22,85989","-43,53588",1775499648000,27,826,1775499652000,1775499655000,2026-04-06 16:20:49
D33229,"-22,8931","-43,60987",1775499648000,38,893,1775499652000,1775499655000,2026-04-06 16:20:49
D33241,"-22,88306","-43,48918",1775499650000,45,746,1775499652000,1775499655000,2026-04-06 16:20:49
D33208,"-22,89144","-43,5895",1775499588000,19,869,1775499652000,1775499656000,2026-04-06 16:20:49
D33104,"-22,88033","-43,63027",1775499650000,59,757,1775499652000,1775499656000,2026-04-06 16:20:49
B63050,"-22,81529","-43,28989",1775499641000,20,665,1775499652000,1775499658000,2026-04-06 16:20:49
A63508,"-22,80659","-43,30597",1775499641000,0,FORA DE OP,1775499652000,1775499658000,2026-04-06 16:20:49
A63507,"-22,89292","-43,19385",1775499641000,0,167,1775499652000,1775499658000,2026-04-06 16:20:49
B63027,"-22,8378","-43,2899",1775499643000,12,920,1775499652000,1775499658000,2026-04-06 16:20:49
A63523,"-22,93402","-43,17441",1775499643000,7,167,1775499652000,1775499658000,2026-04-06 16:20:49
B63016,"-22,88121","-43,23886",1775499643000,70,335,1775499652000,1775499658000,2026-04-06 16:20:49
B63022,"-22,80452","-43,36284",1775499643000,0,920,1775499652000,1775499658000,2026-04-06 16:20:49
B63007,"-22,8251","-43,34894",1775499641000,42,919,1775499652000,1775499658000,2026-04-06 16:20:49
B63099,"-22,9045","-43,22092",1775499642000,27,665,1775499652000,1775499658000,2026-04-06 16:20:49
B63003,"-22,82519","-43,35071",1775499643000,33,920,1775499652000,1775499658000,2026-04-06 16:20:49
B63079,"-22,82323","-43,32835",1775499643000,29,665,1775499652000,1775499658000,2026-04-06 16:20:49
B63055,"-22,80441","-43,36388",1775499641000,22,919,1775499652000,1775499658000,2026-04-06 16:20:49
A63519,"-22,9989","-43,27032",1775499644000,0,104,1775499652000,1775499658000,2026-04-06 16:20:49
C12016,"-22,86837","-43,25725",1775499538000,0,2303,1775499652000,1775499662000,2026-04-06 16:20:49
C27129,"-22,90523","-43,19315",1775499640000,3,315,1775499652000,1775499681000,2026-04-06 16:20:49
B27098,"-22,81972","-43,31593",1775499640000,44,LECD142,1775499652000,1775499681000,2026-04-06 16:20:49
C27165,"-22,81742","-43,30185",1775499638000,0,315,1775499652000,1775499681000,2026-04-06 16:20:49
B27234,"-22,81672","-43,30182",1775499644000,0,630,1775499652000,1775499681000,2026-04-06 16:20:49
B27226,"-22,8169","-43,30114",1775499642000,0,905,1775499652000,1775499681000,2026-04-06 16:20:49
B27108,"-22,85473","-43,32911",1775499640000,0,774,1775499652000,1775499681000,2026-04-06 16:20:49
C27072,"-22,83435","-43,32683",1775499642000,22,LECD146,1775499652000,1775499681000,2026-04-06 16:20:49
B27012,"-22,83832","-43,29618",1775499643000,25,928,1775499652000,1775499681000,2026-04-06 16:20:49
C27123,"-22,84431","-43,26836",1775499642000,0,905,1775499652000,1775499681000,2026-04-06 16:20:49
B27248,"-22,81736","-43,30202",1775498423000,0,630,1775499652000,1775499681000,2026-04-06 16:20:49
C27115,"-22,85244","-43,32816",1775499643000,0,LECD142,1775499652000,1775499681000,2026-04-06 16:20:49
B27044,"-22,85662","-43,34988",1775499641000,38,639,1775499652000,1775499681000,2026-04-06 16:20:49
C27022,"-22,8767","-43,33447",1775499641000,22,928,1775499652000,1775499681000,2026-04-06 16:20:49
B27230,"-22,90096","-43,25092",1775499643000,0,629,1775499652000,1775499681000,2026-04-06 16:20:49
B27241,"-22,83498","-43,31847",1775499644000,12,629,1775499652000,1775499681000,2026-04-06 16:20:49
B27134,"-22,83703","-43,26976",1775499643000,0,630,1775499652000,1775499681000,2026-04-06 16:20:49
B27048,"-22,8321","-43,32851",1775499644000,24,905,1775499652000,1775499681000,2026-04-06 16:20:49
B27077,"-22,88534","-43,31005",1775499644000,20,639,1775499652000,1775499681000,2026-04-06 16:20:49
B27185,"-22,83208","-43,32842",1775499644000,1,LECD142,1775499652000,1775499681000,2026-04-06 16:20:49
B27242,"-22,83648","-43,27739",1775499640000,25,630,1775499652000,1775499681000,2026-04-06 16:20:49
C27097,"-22,8254","-43,29636",1775499641000,33,940,1775499652000,1775499681000,2026-04-06 16:20:49
B27233,"-22,83029","-43,32613",1775499643000,35,629,1775499652000,1775499681000,2026-04-06 16:20:49
B27218,"-22,85992","-43,32285",1775499644000,0,940,1775499652000,1775499681000,2026-04-06 16:20:49
B27020,"-22,9064","-43,2402",1775499640000,51,629,1775499652000,1775499681000,2026-04-06 16:20:49
B27246,"-22,90607","-43,24097",1775499641000,40,629,1775499652000,1775499681000,2026-04-06 16:20:49
C27196,"-22,89593","-43,20324",1775499644000,0,265,1775499652000,1775499681000,2026-04-06 16:20:49
