ordem,latitude,longitude,datahora,velocidade,linha,datahoraenvio,datahoraservidor,momento_extracao
C27079,"-22,87003","-43,34138",1775499638000,0,355,1775499642000,1775499651000,2026-04-06 16:20:49
B63040,"-22,80702","-43,36479",1775499631000,0,665,1775499642000,1775499658000,2026-04-06 16:20:49
B63019,"-22,92223","-43,2327",1775499631000,0,665,1775499642000,1775499658000,2026-04-06 16:20:49
B63073,"-22,80635","-43,30613",1775499630000,0,919,1775499642000,1775499658000,2026-04-06 16:20:49
B63015,"-22,92207","-43,23264",1775499631000,9,665,1775499642000,1775499658000,2026-04-06 16:20:49
A63511,"-22,98608","-43,21216",1775499633000,33,104,1775499642000,1775499658000,2026-04-06 16:20:49
A63516,"-22,99891","-43,27045",1775499632000,0,104,1775499642000,1775499658000,2026-04-06 16:20:49
A63534,"-22,94342","-43,16147",1775499634000,0,167,1775499642000,1775499658000,2026-04-06 16:20:49
A63537,"-22,92439","-43,17866",1775499634000,12,104,1775499642000,1775499658000,2026-04-06 16:20:49
B63071,"-22,84629","-43,31174",1775499634000,7,919,1775499642000,1775499658000,2026-04-06 16:20:49
B63034,"-22,91049","-43,22199",1775499635000,0,665,1775499642000,1775499658000,2026-04-06 16:20:49
B63011,"-22,83855","-43,28411",1775499635000,25,919,1775499642000,1775499658000,2026-04-06 16:20:49
A63512,"-22,93956","-43,17482",1775499635000,0,167,1775499642000,1775499658000,2026-04-06 16:20:49
B63028,"-22,80758","-43,34071",1775499636000,57,LECD143,1775499642000,1775499658000,2026-04-06 16:20:49
B63010,"-22,80598","-43,30628",1775499636000,0,335,1775499642000,1775499658000,2026-04-06 16:20:49
D17189,"-22,91215","-43,61374",1775499628000,32,868,1775499642000,1775499659000,2026-04-06 16:20:49
D17089,"-22,91593","-43,63226",1775499628000,21,840,1775499642000,1775499659000,2026-04-06 16:20:49
D17167,"-22,91739","-43,60807",1775499630000,0,898,1775499642000,1775499659000,2026-04-06 16:20:49
D17025,"-22,9173","-43,60763",1775499630000,0,885,1775499642000,1775499659000,2026-04-06 16:20:49
D17100,"-22,91732","-43,60837",1775499631000,0,849,1775499642000,1775499659000,2026-04-06 16:20:49
D17088,"-22,91135","-43,60813",1775499631000,0,840,1775499642000,1775499659000,2026-04-06 16:20:49
D17012,"-22,90531","-43,57682",1775499633000,0,868,1775499642000,1775499659000,2026-04-06 16:20:49
D17080,"-22,89803","-43,67841",1775499631000,36,825,1775499642000,1775499659000,2026-04-06 16:20:49
D17091,"-22,91539","-43,68311",1775499632000,0,807,1775499642000,1775499659000,2026-04-06 16:20:49
D17039,"-22,89939","-43,56098",1775499633000,0,825,1775499642000,1775499659000,2026-04-06 16:20:49
D17122,"-22,90079","-43,56094",1775499633000,0,840,1775499642000,1775499659000,2026-04-06 16:20:49
D17079,"-22,89512","-43,5844",1775499633000,14,808,1775499642000,1775499659000,2026-04-06 16:20:49
D17082,"-22,91361","-43,68306",1775499634000,22,849,1775499642000,1775499659000,2026-04-06 16:20:49
D17007,"-22,91993","-43,68187",1775499636000,13,885,1775499642000,1775499659000,2026-04-06 16:20:49
D17040,"-22,91785","-43,60784",1775499637000,2,849,1775499642000,1775499659000,2026-04-06 16:20:49
D17060,"-22,91495","-43,68202",1775499638000,0,892,1775499642000,1775499659000,2026-04-06 16:20:49
C30184,"-22,97828","-43,22216",1775499632000,10,555,1775499642000,1775499662000,2026-04-06 16:20:49
C30027,"-22,92859","-43,35628",1775499632000,0,610,1775499642000,1775499662000,2026-04-06 16:20:49
D13363,"-22,99093","-43,31155",1775499632000,8,SV878,1775499642000,1775499662000,2026-04-06 16:20:49
C47581,"-22,88192","-43,32998",1775499632000,0,607,1775499642000,1775499662000,2026-04-06 16:20:49
C47725,"-22,98674","-43,19852",1775499632000,39,552,1775499642000,1775499662000,2026-04-06 16:20:49
C30232,"-23,00556","-43,31253",1775499628000,0,343,1775499642000,1775499662000,2026-04-06 16:20:49
C30339,"-22,9932","-43,25559",1775499631000,37,555,1775499642000,1775499662000,2026-04-06 16:20:49
C47515,"-23,00048","-43,34788",1775499630000,6,554,1775499642000,1775499662000,2026-04-06 16:20:49
C47906,"-22,92355","-43,28355",1775499631000,41,2114,1775499642000,1775499662000,2026-04-06 16:20:49
C47733,"-22,95294","-43,34869",1775499632000,0,552,1775499642000,1775499662000,2026-04-06 16:20:49
C30215,"-22,96963","-43,33635",1775499599000,13,878,1775499642000,1775499662000,2026-04-06 16:20:49
C30085,"-22,93691","-43,35115",1775499632000,0,766,1775499642000,1775499662000,2026-04-06 16:20:49
C47557,"-22,95825","-43,35188",1775499633000,0,353,1775499642000,1775499662000,2026-04-06 16:20:49
D13124,"-22,95247","-43,34907",1775499631000,14,880,1775499642000,1775499662000,2026-04-06 16:20:49
C30215,"-22,96869","-43,336",1775499629000,0,878,1775499642000,1775499662000,2026-04-06 16:20:49
C30014,"-22,91823","-43,36493",1775499632000,21,610,1775499642000,1775499662000,2026-04-06 16:20:49
C47928,"-22,95291","-43,34841",1775499632000,0,2613,1775499642000,1775499662000,2026-04-06 16:20:49
D13142,"-22,88497","-43,39966",1775499633000,1,SP803,1775499642000,1775499662000,2026-04-06 16:20:49
C47464,"-22,95241","-43,34911",1775499632000,27,361,1775499642000,1775499662000,2026-04-06 16:20:49
C47667,"-22,97642","-43,49405",1775499626000,33,613,1775499642000,1775499662000,2026-04-06 16:20:49
C30146,"-23,0021","-43,30445",1775499633000,52,878,1775499642000,1775499662000,2026-04-06 16:20:49
C30074,"-22,99838","-43,3164",1775499593000,46,557,1775499642000,1775499662000,2026-04-06 16:20:49
C47521,"-22,92348","-43,22982",1775499632000,8,607,1775499642000,1775499662000,2026-04-06 16:20:49
C30193,"-22,98106","-43,40978",1775499633000,15,881,1775499642000,1775499662000,2026-04-06 16:20:49
D13154,"-22,93847","-43,36911",1775499633000,33,861,1775499642000,1775499662000,2026-04-06 16:20:49
C30108,"-22,94991","-43,34811",1775499633000,25,766,1775499642000,1775499662000,2026-04-06 16:20:49
D13037,"-22,88576","-43,39747",1775499633000,23,803,1775499642000,1775499662000,2026-04-06 16:20:49
C30228,"-23,00547","-43,31258",1775499632000,0,343,1775499642000,1775499662000,2026-04-06 16:20:49
C30074,"-22,99765","-43,31517",1775499611000,22,557,1775499642000,1775499662000,2026-04-06 16:20:49
C47547,"-22,95466","-43,17847",1775499631000,12,554,1775499642000,1775499662000,2026-04-06 16:20:49
C47594,"-22,92262","-43,29821",1775499632000,38,390,1775499642000,1775499662000,2026-04-06 16:20:49
C30096,"-22,95161","-43,35843",1775499632000,33,550,1775499642000,1775499662000,2026-04-06 16:20:49
C30063,"-22,96305","-43,40356",1775499632000,25,954,1775499642000,1775499662000,2026-04-06 16:20:49
C47737,"-22,92609","-43,24564",1775499631000,15,601,1775499642000,1775499662000,2026-04-06 16:20:49
D17038,"-22,91058","-43,604",1775499637000,40,840,1775499642000,1775499659000,2026-04-06 16:20:49
D17082,"-22,91352","-43,68309",1775499636000,19,849,1775499642000,1775499659000,2026-04-06 16:20:49
D17069,"-22,90096","-43,56081",1775499637000,2,825,1775499642000,1775499659000,2026-04-06 16:20:49
C47938,"-22,95149","-43,34887",1775499630000,0,2114,1775499642000,1775499662000,2026-04-06 16:20:49
C30007,"-22,95173","-43,34914",1775499631000,6,550,1775499642000,1775499662000,2026-04-06 16:20:49
D13239,"-22,95941","-43,35849",1775499630000,39,880,1775499642000,1775499662000,2026-04-06 16:20:49
C30123,"-22,93862","-43,3459",1775499630000,13,343,1775499642000,1775499662000,2026-04-06 16:20:49
D13082,"-22,93777","-43,35028",1775499630000,22,878,1775499642000,1775499662000,2026-04-06 16:20:49
D13229,"-23,00154","-43,36707",1775499631000,0,880,1775499642000,1775499662000,2026-04-06 16:20:49
C47538,"-23,02084","-43,48286",1775499629000,0,553,1775499642000,1775499662000,2026-04-06 16:20:49
C47535,"-22,9916","-43,44526",1775499630000,41,613,1775499642000,1775499662000,2026-04-06 16:20:49
C47607,"-22,93746","-43,35953",1775499630000,1,353,1775499642000,1775499662000,2026-04-06 16:20:49
D13178,"-22,92503","-43,36032",1775499629000,24,878,1775499642000,1775499662000,2026-04-06 16:20:49
C30192,"-23,01075","-43,30134",1775499631000,47,555,1775499642000,1775499662000,2026-04-06 16:20:49
C30005,"-22,87766","-43,32439",1775499631000,31,766,1775499642000,1775499662000,2026-04-06 16:20:49
D13083,"-22,87864","-43,42893",1775499631000,0,803,1775499642000,1775499662000,2026-04-06 16:20:49
C47601,"-22,9223","-43,30522",1775499630000,39,368,1775499642000,1775499662000,2026-04-06 16:20:49
D13028,"-22,99247","-43,31112",1775499632000,10,863,1775499642000,1775499662000,2026-04-06 16:20:49
C30016,"-22,93865","-43,3463",1775499632000,22,565,1775499642000,1775499662000,2026-04-06 16:20:49
C47456,"-22,99228","-43,25399",1775499630000,18,554,1775499642000,1775499662000,2026-04-06 16:20:49
D13067,"-22,91747","-43,25991",1775499631000,17,636,1775499642000,1775499662000,2026-04-06 16:20:49
C47734,"-22,92715","-43,34494",1775499631000,39,306,1775499642000,1775499662000,2026-04-06 16:20:49
C30022,"-23,00733","-43,30703",1775499632000,38,565,1775499642000,1775499662000,2026-04-06 16:20:49
D13115,"-22,99611","-43,31199",1775499632000,42,878,1775499642000,1775499662000,2026-04-06 16:20:49
C30077,"-22,97741","-43,19051",1775499632000,10,557,1775499642000,1775499662000,2026-04-06 16:20:49
C30180,"-23,00802","-43,30347",1775499632000,0,555,1775499642000,1775499662000,2026-04-06 16:20:49
C47962,"-22,90426","-43,17538",1775499630000,2,2614,1775499642000,1775499662000,2026-04-06 16:20:49
D33015,"-22,90231","-43,26501",1775499639000,0,SV391,1775499642000,1775499655000,2026-04-06 16:20:49
D33084,"-22,87944","-43,53968",1775499639000,11,731,1775499642000,1775499655000,2026-04-06 16:20:49
D33298,"-22,87843","-43,41578",1775499639000,25,745,1775499642000,1775499655000,2026-04-06 16:20:49
D33186,"-22,90159","-43,55759",1775499637000,0,771,1775499642000,1775499655000,2026-04-06 16:20:49
D33001,"-22,86667","-43,41136",1775499640000,23,926,1775499642000,1775499655000,2026-04-06 16:20:49
B71062,"-22,88887","-43,27442",1775499630000,38,457,1775499642000,1775499659000,2026-04-06 16:20:49
B71017,"-22,90245","-43,30274",1775499629000,0,238,1775499642000,1775499659000,2026-04-06 16:20:49
B71007,"-22,89111","-43,283",1775499631000,0,LECD132,1775499642000,1775499659000,2026-04-06 16:20:49
B71136,"-22,90418","-43,30598",1775499632000,24,239,1775499642000,1775499659000,2026-04-06 16:20:49
B71067,"-22,91326","-43,23544",1775499634000,0,455,1775499642000,1775499659000,2026-04-06 16:20:49
B71043,"-22,97193","-43,18756",1775499633000,0,457,1775499642000,1775499659000,2026-04-06 16:20:49
B71002,"-22,9626","-43,17483",1775499634000,5,457,1775499642000,1775499659000,2026-04-06 16:20:49
B71058,"-22,90127","-43,18014",1775499634000,0,455,1775499642000,1775499659000,2026-04-06 16:20:49
B71079,"-22,98371","-43,19184",1775499634000,0,457,1775499642000,1775499659000,2026-04-06 16:20:49
B71075,"-22,91099","-43,21649",1775499635000,0,455,1775499642000,1775499659000,2026-04-06 16:20:49
B71050,"-22,97864","-43,1908",1775499634000,34,LECD132,1775499642000,1775499659000,2026-04-06 16:20:49
B71017,"-22,9034","-43,30307",1775499635000,28,238,1775499642000,1775499659000,2026-04-06 16:20:49
B71028,"-22,90151","-43,31429",1775499636000,12,238,1775499642000,1775499659000,2026-04-06 16:20:49
B71063,"-22,90126","-43,28111",1775499635000,0,LECD132,1775499642000,1775499659000,2026-04-06 16:20:49
B71002,"-22,96258","-43,17483",1775499636000,7,457,1775499642000,1775499659000,2026-04-06 16:20:49
B71136,"-22,90418","-43,30627",1775499637000,18,239,1775499642000,1775499659000,2026-04-06 16:20:49
B71058,"-22,90127","-43,18017",1775499637000,6,455,1775499642000,1775499659000,2026-04-06 16:20:49
B71015,"-22,8983","-43,27968",1775499638000,19,457,1775499642000,1775499659000,2026-04-06 16:20:49
B71030,"-22,90859","-43,19786",1775499638000,29,457,1775499642000,1775499659000,2026-04-06 16:20:49
B71033,"-22,96678","-43,17973",1775499637000,0,455,1775499642000,1775499659000,2026-04-06 16:20:49
B71061,"-22,88984","-43,29252",1775499639000,0,247,1775499642000,1775499659000,2026-04-06 16:20:49
B71016,"-22,91544","-43,20913",1775499638000,40,239,1775499642000,1775499659000,2026-04-06 16:20:49
B71112,"-22,90973","-43,18848",1775499638000,8,247,1775499642000,1775499659000,2026-04-06 16:20:49
B71018,"-22,90409","-43,18678",1775499639000,5,247,1775499642000,1775499659000,2026-04-06 16:20:49
B71083,"-22,90244","-43,28113",1775499640000,0,247,1775499642000,1775499659000,2026-04-06 16:20:49
B71015,"-22,89838","-43,27961",1775499640000,19,457,1775499642000,1775499659000,2026-04-06 16:20:49
B71009,"-22,88062","-43,29404",1775499639000,12,457,1775499642000,1775499659000,2026-04-06 16:20:49
B71058,"-22,90127","-43,18025",1775499640000,11,455,1775499642000,1775499659000,2026-04-06 16:20:49
B71136,"-22,90428","-43,30637",1775499640000,17,239,1775499642000,1775499659000,2026-04-06 16:20:49
B71065,"-22,90497","-43,26635",1775499640000,32,LECD132,1775499642000,1775499659000,2026-04-06 16:20:49
C12005,"-22,8684","-43,25726",1775499556000,0,2309,1775499643000,1775499662000,2026-04-06 16:20:49
B28612,"-22,88265","-43,25397",1775499630000,0,696,1775499643000,1775499662000,2026-04-06 16:20:49
B28567,"-22,78641","-43,18716",1775499631000,0,321,1775499643000,1775499662000,2026-04-06 16:20:49
B28551,"-22,90653","-43,17703",1775499629000,20,321,1775499643000,1775499662000,2026-04-06 16:20:49
B28549,"-22,87504","-43,27148",1775499631000,53,616,1775499643000,1775499662000,2026-04-06 16:20:49
B28569,"-22,94814","-43,18115",1775499631000,0,492,1775499643000,1775499662000,2026-04-06 16:20:49
B28503,"-22,79524","-43,1803",1775499632000,0,321,1775499643000,1775499662000,2026-04-06 16:20:49
B28604,"-22,88569","-43,22854",1775499634000,29,326,1775499643000,1775499662000,2026-04-06 16:20:49
B28591,"-22,90242","-43,18175",1775499632000,1,326,1775499643000,1775499662000,2026-04-06 16:20:49
B28614,"-22,79627","-43,20458",1775499631000,19,696,1775499643000,1775499662000,2026-04-06 16:20:49
B28608,"-22,89214","-43,22207",1775499632000,7,324,1775499643000,1775499662000,2026-04-06 16:20:49
B28560,"-22,89965","-43,26373",1775499632000,12,696,1775499643000,1775499662000,2026-04-06 16:20:49
B28550,"-22,82539","-43,16928",1775499632000,0,921,1775499643000,1775499662000,2026-04-06 16:20:49
B28562,"-22,90893","-43,17093",1775499632000,0,321,1775499643000,1775499662000,2026-04-06 16:20:49
B28513,"-22,79546","-43,18273",1775499632000,37,321,1775499643000,1775499662000,2026-04-06 16:20:49
B28534,"-22,90246","-43,18192",1775499634000,0,329,1775499643000,1775499662000,2026-04-06 16:20:49
B32588,"-22,90911","-43,20422",1775499633000,12,399,1775499643000,1775499667000,2026-04-06 16:20:49
B32554,"-22,90182","-43,28052",1775499630000,0,627,1775499643000,1775499667000,2026-04-06 16:20:49
B32523,"-22,82965","-43,39914",1775499632000,14,779,1775499643000,1775499667000,2026-04-06 16:20:49
B32667,"-22,85326","-43,24768",1775499634000,22,SR399,1775499643000,1775499667000,2026-04-06 16:20:49
B32785,"-22,70599","-43,43066",1775499633000,0,1 GAR,1775499643000,1775499667000,2026-04-06 16:20:49
B32524,"-22,89763","-43,24022",1775499630000,0,298,1775499643000,1775499667000,2026-04-06 16:20:49
B32613,"-22,80608","-43,36274",1775499633000,24,665,1775499643000,1775499667000,2026-04-06 16:20:49
B32590,"-22,88211","-43,3259",1775499632000,18,979,1775499643000,1775499667000,2026-04-06 16:20:49
B32796,"-22,81791","-43,39316",1775499630000,0,342,1775499643000,1775499667000,2026-04-06 16:20:49
B32521,"-22,83071","-43,35347",1775499629000,0,298,1775499643000,1775499667000,2026-04-06 16:20:49
B32679,"-22,88164","-43,33749",1775499635000,40,779,1775499643000,1775499667000,2026-04-06 16:20:49
B32750,"-22,81735","-43,317",1775499633000,3,342,1775499643000,1775499667000,2026-04-06 16:20:49
B32530,"-22,90166","-43,25187",1775499629000,44,457,1775499643000,1775499667000,2026-04-06 16:20:49
B32821,"-22,899","-43,27687",1775499629000,0,688,1775499643000,1775499667000,2026-04-06 16:20:49
B32633,"-22,90895","-43,1709",1775499634000,0,298,1775499643000,1775499667000,2026-04-06 16:20:49
B32585,"-22,90523","-43,19213",1775499634000,0,386,1775499643000,1775499667000,2026-04-06 16:20:49
B32557,"-22,83043","-43,26965",1775499633000,42,384,1775499643000,1775499668000,2026-04-06 16:20:49
D17048,"-22,91645","-43,60818",1775499573000,0,833,1775499643000,1775499659000,2026-04-06 16:20:49
A63513,"-22,8644","-43,23927",1775499630000,0,919,1775499643000,1775499658000,2026-04-06 16:20:49
B63005,"-22,85777","-43,25879",1775499636000,38,920,1775499643000,1775499658000,2026-04-06 16:20:49
A63518,"-22,99078","-43,2316",1775499636000,16,104,1775499643000,1775499658000,2026-04-06 16:20:49
A63543,"-22,80626","-43,30622",1775499637000,0,FORA DE OP,1775499643000,1775499658000,2026-04-06 16:20:49
B63037,"-22,94243","-43,17393",1775499632000,0,167,1775499643000,1775499658000,2026-04-06 16:20:49
B63033,"-22,80609","-43,36343",1775499636000,0,SVB665,1775499643000,1775499658000,2026-04-06 16:20:49
A63524,"-22,98477","-43,19706",1775499636000,24,104,1775499643000,1775499658000,2026-04-06 16:20:49
B63030,"-22,80447","-43,36333",1775499638000,12,919,1775499643000,1775499658000,2026-04-06 16:20:49
B11564,"-22,83657","-43,39028",1775499637000,0,799,1775499643000,1775499646000,2026-04-06 16:20:49
B11593,"-22,86621","-43,35484",1775499637000,37,908,1775499643000,1775499646000,2026-04-06 16:20:49
C11910,"-22,90914","-43,20279",1775499634000,57,2345,1775499643000,1775499646000,2026-04-06 16:20:49
B11559,"-22,91433","-43,17812",1775499638000,7,362,1775499643000,1775499646000,2026-04-06 16:20:49
B11546,"-22,88198","-43,34498",1775499639000,20,363,1775499643000,1775499646000,2026-04-06 16:20:49
B11615,"-22,91136","-43,21655",1775499638000,35,363,1775499643000,1775499646000,2026-04-06 16:20:49
B11561,"-22,83825","-43,36252",1775499635000,0,362,1775499643000,1775499646000,2026-04-06 16:20:49
B11503,"-22,88857","-43,32867",1775499639000,33,363,1775499643000,1775499646000,2026-04-06 16:20:49
B11603,"-22,84076","-43,36975",1775499639000,0,SV669,1775499643000,1775499646000,2026-04-06 16:20:49
B11634,"-22,90294","-43,24959",1775499635000,22,363,1775499643000,1775499646000,2026-04-06 16:20:49
B11535,"-22,90799","-43,27249",1775499640000,14,363,1775499643000,1775499646000,2026-04-06 16:20:49
B11605,"-22,91053","-43,22167",1775499639000,9,254,1775499643000,1775499646000,2026-04-06 16:20:49
B11639,"-22,86795","-43,256",1775499639000,3,908,1775499643000,1775499646000,2026-04-06 16:20:49
B11591,"-22,88439","-43,23623",1775499641000,42,665,1775499643000,1775499646000,2026-04-06 16:20:49
C11913,"-22,88306","-43,36789",1775499639000,0,2345,1775499643000,1775499646000,2026-04-06 16:20:49
B11563,"-22,90224","-43,27552",1775499641000,0,669,1775499643000,1775499646000,2026-04-06 16:20:49
B11606,"-22,90301","-43,2984",1775499621000,0,363,1775499643000,1775499646000,2026-04-06 16:20:49
B11507,"-22,89393","-43,21574",1775499641000,61,378,1775499643000,1775499646000,2026-04-06 16:20:49
B11544,"-22,81874","-43,30889",1775499641000,61,SR378,1775499643000,1775499646000,2026-04-06 16:20:49
B27240,"-22,82527","-43,33242",1775499638000,0,629,1775499643000,1775499651000,2026-04-06 16:20:49
B27002,"-22,88895","-43,29876",1775499637000,0,639,1775499643000,1775499651000,2026-04-06 16:20:49
C27058,"-22,81115","-43,32985",1775499639000,0,775,1775499643000,1775499651000,2026-04-06 16:20:49
C27035,"-22,81734","-43,30153",1775499640000,14,775,1775499643000,1775499651000,2026-04-06 16:20:49
C27049,"-22,8564","-43,32706",1775499639000,0,355,1775499643000,1775499651000,2026-04-06 16:20:49
B27024,"-22,86505","-43,33413",1775499641000,7,774,1775499643000,1775499651000,2026-04-06 16:20:49
C27082,"-22,86994","-43,25434",1775499640000,0,905,1775499643000,1775499651000,2026-04-06 16:20:49
B27179,"-22,81733","-43,30135",1775499639000,0,629,1775499643000,1775499651000,2026-04-06 16:20:49
B27223,"-22,85111","-43,31008",1775499639000,0,LECD144,1775499643000,1775499651000,2026-04-06 16:20:49
C27173,"-22,90247","-43,18419",1775499641000,0,355,1775499643000,1775499651000,2026-04-06 16:20:49
B27137,"-22,85509","-43,31218",1775499639000,48,629,1775499643000,1775499651000,2026-04-06 16:20:49
C27186,"-22,84439","-43,32518",1775499641000,12,LECD142,1775499643000,1775499651000,2026-04-06 16:20:49
B10080,"-22,84364","-43,2354",1775499634000,24,323,1775499643000,1775499644000,2026-04-06 16:20:49
B10150,"-22,82097","-43,22786",1775499632000,18,323,1775499643000,1775499644000,2026-04-06 16:20:49
B32771,"-22,81474","-43,18741",1775499633000,0,910,1775499643000,1775499644000,2026-04-06 16:20:49
B10042,"-22,78911","-43,162",1775499633000,0,328,1775499643000,1775499644000,2026-04-06 16:20:49
B10027,"-22,81551","-43,18687",1775499633000,0,MANUTENCAO,1775499643000,1775499644000,2026-04-06 16:20:49
B10016,"-22,86665","-43,25351",1775499633000,12,634,1775499643000,1775499644000,2026-04-06 16:20:49
B10040,"-22,8714","-43,26396",1775499634000,53,913,1775499643000,1775499644000,2026-04-06 16:20:49
B10144,"-22,78916","-43,16131",1775499636000,0,323,1775499643000,1775499644000,2026-04-06 16:20:49
B10001,"-22,80501","-43,20666",1775499636000,3,634,1775499643000,1775499644000,2026-04-06 16:20:49
B10062,"-22,78922","-43,16142",1775499639000,0,328,1775499643000,1775499644000,2026-04-06 16:20:49
B10018,"-22,81116","-43,18985",1775499637000,31,634,1775499643000,1775499644000,2026-04-06 16:20:49
B10420,"-22,90518","-43,20813",1775499637000,20,2342,1775499643000,1775499644000,2026-04-06 16:20:49
B10143,"-22,9089","-43,1704",1775499638000,0,323,1775499643000,1775499644000,2026-04-06 16:20:49
B32707,"-22,90888","-43,17055",1775499638000,0,323,1775499643000,1775499644000,2026-04-06 16:20:49
B10151,"-22,90938","-43,205",1775499639000,16,323,1775499643000,1775499644000,2026-04-06 16:20:49
B10076,"-22,87968","-43,27029",1775499640000,0,913,1775499643000,1775499644000,2026-04-06 16:20:49
B10005,"-22,89981","-43,22869",1775499640000,31,634,1775499643000,1775499644000,2026-04-06 16:20:49
B10077,"-22,82547","-43,16909",1775499639000,0,327,1775499643000,1775499644000,2026-04-06 16:20:49
B10032,"-22,78874","-43,16239",1775499639000,1,328,1775499643000,1775499644000,2026-04-06 16:20:49
B10112,"-22,79523","-43,18049",1775499639000,1,323,1775499643000,1775499644000,2026-04-06 16:20:49
B10046,"-22,789","-43,16167",1775499640000,0,910,1775499643000,1775499644000,2026-04-06 16:20:49
B10089,"-22,81433","-43,18766",1775499642000,0,634,1775499643000,1775499644000,2026-04-06 16:20:49
B32596,"-22,8146","-43,18688",1775499641000,0,GARAGEM,1775499643000,1775499644000,2026-04-06 16:20:49
B10069,"-22,92684","-43,23405",1775499643000,0,SP635,1775499643000,1775499644000,2026-04-06 16:20:49
B10106,"-22,79445","-43,17475",1775499642000,35,910,1775499643000,1775499644000,2026-04-06 16:20:49
B10107,"-22,89893","-43,24053",1775499639000,31,634,1775499643000,1775499644000,2026-04-06 16:20:49
C47529,"-23,00581","-43,3183",1775499631000,18,554,1775499643000,1775499662000,2026-04-06 16:20:49
D13329,"-23,00659","-43,3088",1775499632000,0,878,1775499643000,1775499662000,2026-04-06 16:20:49
D13332,"-22,95389","-43,35734",1775499629000,21,880,1775499643000,1775499662000,2026-04-06 16:20:49
D13153,"-23,00152","-43,36676",1775499632000,0,880,1775499643000,1775499662000,2026-04-06 16:20:49
C30344,"-22,99835","-43,31632",1775499633000,43,550,1775499643000,1775499662000,2026-04-06 16:20:49
D13507,"-22,88318","-43,49025",1775499633000,23,803,1775499643000,1775499662000,2026-04-06 16:20:49
C47510,"-23,00046","-43,33206",1775499631000,43,554,1775499643000,1775499662000,2026-04-06 16:20:49
C47575,"-23,00241","-43,36522",1775499633000,28,552,1775499643000,1775499662000,2026-04-06 16:20:49
C30042,"-23,01327","-43,29601",1775499631000,55,565,1775499643000,1775499662000,2026-04-06 16:20:49
C13058,"-22,98685","-43,3067",1775499632000,10,863,1775499643000,1775499662000,2026-04-06 16:20:49
C13006,"-22,9231","-43,31041",1775499633000,37,341,1775499643000,1775499662000,2026-04-06 16:20:49
C47645,"-22,91528","-43,24347",1775499633000,9,600,1775499643000,1775499662000,2026-04-06 16:20:49
C47986,"-22,90511","-43,17618",1775499632000,18,2111,1775499643000,1775499662000,2026-04-06 16:20:49
C47944,"-22,9526","-43,34842",1775499634000,0,2114,1775499643000,1775499662000,2026-04-06 16:20:49
C47466,"-22,95221","-43,34846",1775499633000,0,368,1775499643000,1775499662000,2026-04-06 16:20:49
C30024,"-22,91556","-43,36097",1775499633000,0,610,1775499643000,1775499662000,2026-04-06 16:20:49
D13084,"-23,00163","-43,36765",1775499632000,19,880,1775499643000,1775499662000,2026-04-06 16:20:49
C47873,"-22,89988","-43,27452",1775499633000,0,692,1775499643000,1775499662000,2026-04-06 16:20:49
C47637,"-22,91485","-43,38227",1775499633000,28,600,1775499643000,1775499662000,2026-04-06 16:20:49
C47667,"-22,97661","-43,49386",1775499629000,34,613,1775499643000,1775499662000,2026-04-06 16:20:49
C47757,"-22,95443","-43,19736",1775499634000,33,LECD137,1775499643000,1775499662000,2026-04-06 16:20:49
D13163,"-22,91552","-43,36109",1775499634000,3,878,1775499643000,1775499662000,2026-04-06 16:20:49
C47893,"-22,92263","-43,30261",1775499633000,41,306,1775499643000,1775499662000,2026-04-06 16:20:49
D13204,"-22,91464","-43,38093",1775499633000,0,341,1775499643000,1775499662000,2026-04-06 16:20:49
D13171,"-22,93888","-43,34469",1775499633000,36,878,1775499643000,1775499662000,2026-04-06 16:20:49
C47618,"-22,89988","-43,34789",1775499633000,0,306,1775499643000,1775499662000,2026-04-06 16:20:49
C47869,"-23,00157","-43,36638",1775499634000,0,SV692,1775499643000,1775499662000,2026-04-06 16:20:49
D13157,"-22,95153","-43,34946",1775499632000,16,880,1775499643000,1775499662000,2026-04-06 16:20:49
C47475,"-22,95209","-43,3488",1775499634000,0,361,1775499643000,1775499662000,2026-04-06 16:20:49
C30219,"-22,95837","-43,38296",1775499603000,34,954,1775499643000,1775499662000,2026-04-06 16:20:49
C47688,"-23,02482","-43,52146",1775499632000,0,554,1775499643000,1775499662000,2026-04-06 16:20:49
D13010,"-22,91787","-43,28297",1775499576000,39,341,1775499643000,1775499662000,2026-04-06 16:20:49
C47906,"-22,92347","-43,28334",1775499633000,39,2114,1775499643000,1775499662000,2026-04-06 16:20:49
C30127,"-22,93864","-43,34934",1775499634000,0,343,1775499643000,1775499662000,2026-04-06 16:20:49
D13252,"-22,97627","-43,41407",1775499634000,0,368,1775499643000,1775499662000,2026-04-06 16:20:49
C47583,"-22,9049","-43,17626",1775499635000,2,306,1775499643000,1775499662000,2026-04-06 16:20:49
C30219,"-22,95861","-43,38405",1775499633000,23,954,1775499643000,1775499662000,2026-04-06 16:20:49
C47601,"-22,92251","-43,30544",1775499633000,38,368,1775499643000,1775499662000,2026-04-06 16:20:49
C47997,"-22,91018","-43,23257",1775499635000,48,2114,1775499643000,1775499662000,2026-04-06 16:20:49
C30044,"-22,96671","-43,18672",1775499635000,6,557,1775499643000,1775499662000,2026-04-06 16:20:49
C47551,"-22,91666","-43,41491",1775499635000,0,601,1775499643000,1775499662000,2026-04-06 16:20:49
